type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,0.4088050314,0.246835443,0.1385542169,0.0820668693,0.08346972177,0.08650519031,0.3386363636,0.9561300506,0.8079800499,0.175,0.6711409396,5
0,0.4402515723,0.2088607595,0.1927710843,0.01823708207,0.08674304419,0.1314878893,0.3136363636,0.9534350998,0.7805486284,0.14,0.7516778523,6
0,0.4591194969,0.1518987342,0.234939759,0.2727963526,0.09328968903,0.1557093426,0.3386363636,0.9623861865,0.8004987531,0.18,0.5771812081,5
0,0.4591194969,0.1518987342,0.234939759,0.2727963526,0.09328968903,0.1557093426,0.3386363636,0.9623861865,0.8004987531,0.18,0.5771812081,5
0,0.4213836478,0.1455696203,0.234939759,0.03799392097,0.2815057283,0.2179930796,0.3590909091,0.9564187954,0.7755610973,0.18,0.6308724832,6
0,0.4213836478,0.1518987342,0.234939759,0.04407294833,0.2831423895,0.2179930796,0.3568181818,0.9564187954,0.7730673317,0.17,0.6308724832,6
0,0.4402515723,0.1962025316,0.156626506,0.1124620061,0.1129296236,0.09688581315,0.3636363636,0.9580550155,0.7805486284,0.23,0.6577181208,6
0,0.4150943396,0.1518987342,0.1626506024,0.02127659574,0.09328968903,0.1141868512,0.3454545455,0.9561300506,0.8029925187,0.28,0.6375838926,6
0,0.4213836478,0.1455696203,0.156626506,0.02127659574,0.09819967267,0.1141868512,0.35,0.9561300506,0.8079800499,0.28,0.6375838926,6
0,0.465408805,0.1139240506,0.186746988,0.02127659574,0.09492635025,0.1314878893,0.3795454545,0.9558413059,0.7880299252,0.265,0.6711409396,7
0,0.3899371069,0.2848101266,0.156626506,0.06686930091,0.1031096563,0.2179930796,0.4681818182,0.9567075401,0.8154613466,0.26,0.6577181208,4
0,0.3899371069,0.2911392405,0.1506024096,0.06686930091,0.1080196399,0.214532872,0.4704545455,0.9566112918,0.8104738155,0.26,0.6577181208,5
0,0.4402515723,0.1962025316,0.156626506,0.1124620061,0.1129296236,0.09688581315,0.3636363636,0.9580550155,0.7805486284,0.23,0.6577181208,6
0,0.4339622642,0.1202531646,0.2108433735,0.07598784195,0.1096563011,0.1107266436,0.3409090909,0.9576700225,0.8379052369,0.24,0.6577181208,5
0,0.4528301887,0.1202531646,0.186746988,0.02431610942,0.1014729951,0.107266436,0.3931818182,0.9544938305,0.8354114713,0.22,0.7852348993,6
0,0.4150943396,0.1582278481,0.1746987952,0.01671732523,0.1112929624,0.1349480969,0.2818181818,0.9542050858,0.8329177057,0.29,0.7382550336,7
0,0.3899371069,0.1012658228,0.1987951807,0.01671732523,0.09328968903,0.07266435986,0.1863636364,0.9538200928,0.8279301746,0.23,0.7315436242,7
0,0.4025157233,0.1139240506,0.2108433735,0.01519756839,0.0736497545,0.1349480969,0.2454545455,0.953916341,0.825436409,0.175,0.7315436242,6
0,0.427672956,0.1265822785,0.3554216867,0.01367781155,0.240589198,0.1314878893,0.3,0.9557450577,0,0.19,0.610738255,6
0,0.4339622642,0.1582278481,0.2108433735,0.01975683891,0.06382978723,0.1003460208,0.4340909091,0.9536275963,0.7805486284,0.26,0.7382550336,6
0,0.4528301887,0.1329113924,0.2048192771,0.1808510638,0.07037643208,0.1280276817,0.4840909091,0.9588250014,0.7705735661,0.25,0.644295302,6
0,0.3773584906,0.1202531646,0.156626506,0.188449848,0.07855973813,0.1730103806,0.3340909091,0.9597874839,0.8229426434,0.18,0.5973154362,6
0,0.4150943396,0.2405063291,0.09036144578,0.06990881459,0.07201309329,0.08650519031,0.1772727273,0.9558413059,0.7755610973,0.19,0.6845637584,6
0,0.465408805,0.1265822785,0.2168674699,0.01823708207,0.06219312602,0.1522491349,0.2522727273,0.9553600647,0.8379052369,0.17,0.6644295302,6
0,0.427672956,0.1392405063,0.1445783133,0.07446808511,0.1505728314,0.1038062284,0.2795454545,0.9577662708,0.7556109726,0.23,0.5771812081,6
0,0.3773584906,0.1202531646,0.156626506,0.188449848,0.07855973813,0.1730103806,0.3340909091,0.9597874839,0.8229426434,0.18,0.5973154362,6
0,0.4402515723,0.2974683544,0.0421686747,0.01671732523,0.05728314239,0.05882352941,0.3431818182,0.9538200928,0.753117207,0.17,0.7046979866,5
0,0.4150943396,0.2405063291,0.09036144578,0.06990881459,0.07201309329,0.08650519031,0.1772727273,0.9558413059,0.7755610973,0.19,0.6845637584,6
0,0.4528301887,0.1518987342,0.1626506024,0.02127659574,0.06219312602,0.107266436,0.2772727273,0.9554563129,0.7855361596,0.23,0.6912751678,6
0,0.3899371069,0.2215189873,0.01807228916,0.01823708207,0.1047463175,0.1003460208,0.2727272727,0.9561300506,0.8029925187,0.27,0.610738255,5
0,0.4025157233,0.164556962,0.1445783133,0.09726443769,0.06546644845,0.09342560554,0.2818181818,0.9531463551,0.8029925187,0.245,0.8456375839,7
0,0.4213836478,0.1582278481,0.07831325301,0.01823708207,0.06710310966,0.2802768166,0.3954545455,0.9547825752,0.783042394,0.21,0.6577181208,5
0,0.4213836478,0.1455696203,0.186746988,0.03191489362,0.07528641571,0.1038062284,0.2181818182,0.9553600647,0.8304239401,0.32,0.7181208054,8
0,0.465408805,0.1518987342,0.1746987952,0.1534954407,0.08183306056,0.07266435986,0.2386363636,0.9588250014,0.7805486284,0.175,0.6375838926,5
0,0.3899371069,0.1708860759,0.2590361446,0.1185410334,0.09165302782,0.1660899654,0.5545454545,0.958247512,0.7730673317,0.255,0.6040268456,6
0,0.427672956,0.1898734177,0.1385542169,0.06990881459,0.09983633388,0.1747404844,0.5420454545,0.9584400085,0.8279301746,0.3,0.6375838926,5
0,0.3773584906,0.1708860759,0.1686746988,0.07294832827,0.1031096563,0.107266436,0.4568181818,0.9590174979,0.9201995012,0.355,0.6711409396,5
0,0.5408805031,0.1455696203,0.2771084337,0.01519756839,0.0883797054,0.03114186851,0.1636363636,0.9568037883,0.7356608479,0.245,0.610738255,6
0,0.4213836478,0.1455696203,0.186746988,0.03191489362,0.07528641571,0.1038062284,0.2181818182,0.9553600647,0.8304239401,0.32,0.7181208054,8
0,0.465408805,0.1518987342,0.1746987952,0.1534954407,0.08183306056,0.07266435986,0.2386363636,0.9588250014,0.7805486284,0.175,0.6375838926,5
0,0.4465408805,0.1139240506,0.2168674699,0.02127659574,0.07037643208,0.107266436,0.1977272727,0.9526651139,0.812967581,0.185,0.8523489933,7
0,0.4402515723,0.2025316456,0.2048192771,0.01975683891,0.06873977087,0.06920415225,0.1568181818,0.9540125893,0.825436409,0.325,0.8053691275,7
0,0.465408805,0.1139240506,0.1807228916,0.1337386018,0.1047463175,0.08996539792,0.2340909091,0.9587287532,0.7331670823,0.28,0.6241610738,5
0,0.4213836478,0.3417721519,0.1686746988,0.0820668693,0.09819967267,0.07266435986,0.2386363636,0.9575737743,0.8154613466,0.185,0.6040268456,5
0,0.427672956,0.1392405063,0.186746988,0.02127659574,0.08674304419,0.1176470588,0.2590909091,0.9556488094,0.8453865337,0.385,0.711409396,6
0,0.4465408805,0.1265822785,0.2048192771,0.2431610942,0.08183306056,0.1764705882,0.3772727273,0.961038711,0.8004987531,0.3,0.6174496644,6
0,0.4465408805,0.2151898734,0.1204819277,0.09270516717,0.1031096563,0.1626297578,0.3727272727,0.9572850295,0.7905236908,0.21,0.6711409396,5
0,0.4591194969,0.1392405063,0.1807228916,0.1246200608,0.07692307692,0.1453287197,0.4704545455,0.9592099944,0.8304239401,0.23,0.6375838926,6
0,0.4465408805,0.2721518987,0.3674698795,0.179331307,0.0736497545,0.1868512111,0.3522727273,0.9599799804,0.7755610973,0.225,0.5838926174,5
0,0.4465408805,0.2784810127,0.3734939759,0.179331307,0.07201309329,0.1799307958,0.3454545455,0.9600762286,0.7780548628,0.23,0.5838926174,6
0,0.4528301887,0,0.3795180723,0.1671732523,0.07201309329,0.1903114187,0.3545454545,0.9599799804,0.7705735661,0.22,0.5838926174,6
0,0.427672956,0.1582278481,0.186746988,0.2021276596,0.08183306056,0.2387543253,0.4590909091,0.9597874839,0.8029925187,0.24,0.6510067114,6
0,0.4465408805,0.2721518987,0.3674698795,0.179331307,0.0736497545,0.1868512111,0.3522727273,0.9599799804,0.7755610973,0.225,0.5838926174,5
0,0.4465408805,0.2784810127,0.3734939759,0.179331307,0.07201309329,0.1799307958,0.3454545455,0.9600762286,0.7780548628,0.23,0.5838926174,6
0,0.4528301887,0.246835443,0.3795180723,0.1671732523,0.07201309329,0.1903114187,0.3545454545,0.9599799804,0.7705735661,0.22,0.5838926174,6
0,0.3836477987,0.1708860759,0.2590361446,0.1139817629,0.08019639935,0.2249134948,0.5522727273,0.9583437602,0.7780548628,0.235,0.6040268456,5
0,0.4339622642,0.1518987342,0.1987951807,0.02583586626,0.05728314239,0.1626297578,0.3090909091,0.9528576103,0.812967581,0.2,0.8456375839,7
0,0.4339622642,0.1329113924,0.1987951807,0.0273556231,0.05564648118,0.1660899654,0.3090909091,0.9527613621,0.8104738155,0.205,0.8456375839,7
0,0.4716981132,0.1075949367,0.1927710843,0.02583586626,0.06546644845,0.1764705882,0.3363636364,0.9543975822,0.8004987531,0.22,0.7718120805,7
0,0.4465408805,0.164556962,0.1746987952,0.188449848,0.07201309329,0.214532872,0.5454545455,0.9594987391,0.7581047382,0.21,0.6174496644,6
0,0.3773584906,0.2151898734,0.3975903614,0.2416413374,0.07528641571,0.08996539792,0.3727272727,0.9604612216,0.783042394,0.25,0.5906040268,6
0,0.5408805031,0.167721519,0.2168674699,0.01823708207,0.05564648118,0.05190311419,0.1818181818,0.9541088375,0.7356608479,0.18,0.7651006711,7
0,0.6163522013,0.2278481013,0.2771084337,0.1595744681,0,0.01384083045,0.1886363636,0.958247512,0.7206982544,0.15,0.677852349,4
0,0.3773584906,0.2151898734,0.3975903614,0.2416413374,0.07528641571,0.08996539792,0.3727272727,0.9604612216,0.783042394,0.25,0.5906040268,6
0,0.465408805,0.1582278481,0.2228915663,0.2051671733,0.09819967267,0.1799307958,0.4363636364,0.9600762286,0.7481296758,0.22,0.610738255,5
0,0.4465408805,0.07594936709,0.1927710843,0.1458966565,0.0883797054,0.2214532872,0.3681818182,0.9588250014,0.8478802993,0.205,0.6308724832,5
0,0.3773584906,0.1329113924,0.1445783133,0.1838905775,0.08183306056,0.1903114187,0.3727272727,0.9595949874,0.8329177057,0.195,0.6308724832,5
0,0.4716981132,0.1930379747,0.2409638554,0.2872340426,0.09656301146,0.1522491349,0.3863636364,0.9624824347,0.7456359102,0.23,0.6040268456,5
0,0.465408805,0.1582278481,0.2228915663,0.2051671733,0.09819967267,0.1799307958,0.4363636364,0.9600762286,0.7481296758,0.22,0.610738255,5
0,0.4591194969,0.08227848101,0.1927710843,0.2188449848,0.08346972177,0.1176470588,0.2477272727,0.9599799804,0.7980049875,0.175,0.6174496644,6
0,0.4465408805,0.07594936709,0.1927710843,0.1458966565,0.0883797054,0.2214532872,0.3681818182,0.9588250014,0.8478802993,0.205,0.6308724832,5
0,0.4465408805,0.1455696203,0.2108433735,0.2507598784,0.06546644845,0.2076124567,0.3886363636,0.9615199523,0.7880299252,0.295,0.610738255,6
0,0.4465408805,0.1455696203,0.2108433735,0.2507598784,0.06546644845,0.2076124567,0.3886363636,0.9615199523,0.7880299252,0.295,0.610738255,6
0,0.4339622642,0.2088607595,0.1686746988,0.01975683891,0.08346972177,0.1280276817,0.425,0.9554563129,0.8154613466,0.3,0.6912751678,5
0,0.4088050314,0.1075949367,0.3253012048,0.1291793313,0.1342062193,0.2214532872,0.3704545455,0.9585362567,0.7206982544,0.195,0.5906040268,6
0,0.4528301887,0.1708860759,0.2771084337,0.2849544073,0.08510638298,0.1557093426,0.5795454545,0.9624824347,0.7581047382,0.26,0.5973154362,5
0,0.4528301887,0.1962025316,0.3012048193,0.2021276596,0.09165302782,0.2352941176,0.4431818182,0.9607499663,0.7506234414,0.235,0.6174496644,5
0,0.4213836478,0.2594936709,0.2048192771,0.1398176292,0.08019639935,0.1003460208,0.3409090909,0.9594024909,0.8029925187,0.255,0.610738255,5
0,0.4213836478,0.2594936709,0.2048192771,0.1398176292,0.08019639935,0.1003460208,0.3409090909,0.9594024909,0.8029925187,0.255,0.610738255,5
0,0.3459119497,0.3069620253,0,0.02279635258,0.1063829787,0.0276816609,0.2340909091,0.9567075401,0.9052369077,0.2,0.6510067114,4
0,0.3773584906,0.1962025316,0.1445783133,0.05015197568,0.06710310966,0.08650519031,0.325,0.9542050858,0.825436409,0.22,0.7583892617,6
0,0.4402515723,0.08860759494,0.2409638554,0.02583586626,0.05728314239,0.0553633218,0.1931818182,0.953916341,0.7955112219,0.21,0.7919463087,6
0,0.4528301887,0.1962025316,0.3012048193,0.2021276596,0.09165302782,0.2352941176,0.4431818182,0.9607499663,0.7506234414,0.235,0.6174496644,5
0,0.4591194969,0.2025316456,0.2891566265,0.2021276596,0.09819967267,0.1972318339,0.4454545455,0.9607499663,0.7581047382,0.25,0.6174496644,5
0,0.3710691824,0.2278481013,0.02409638554,0.08662613982,0.07528641571,0.07266435986,0.1977272727,0.9561300506,0.8029925187,0.255,0.6845637584,5
0,0.4905660377,0.1518987342,0.1927710843,0.1854103343,0.0883797054,0.1453287197,0.3136363636,0.9609424628,0.7506234414,0.27,0.5906040268,5
0,0.465408805,0.1012658228,0.186746988,0.1041033435,0.09656301146,0.107266436,0.2977272727,0.957862519,0.8204488778,0.17,0.6510067114,5
0,0.4339622642,0.1202531646,0.1686746988,0.07598784195,0.09492635025,0.04844290657,0.3318181818,0.957862519,0.8204488778,0.18,0.610738255,6
0,0.4025157233,0.08227848101,0.2831325301,0.02431610942,0.1505728314,0.1384083045,0.3590909091,0.9555525612,0.8004987531,0.18,0.6577181208,6
0,0.4213836478,0.1202531646,0.2168674699,0.01671732523,0.04255319149,0.2179930796,0.325,0.9540125893,0.8154613466,0.24,0.7382550336,6
0,0.465408805,0.246835443,0.1385542169,0.1063829787,0.05400981997,0.1003460208,0.2863636364,0.9567075401,0.783042394,0.21,0.7046979866,5
0,0.4088050314,0.1518987342,0.1927710843,0.1155015198,0.06219312602,0.1660899654,0.4613636364,0.9584400085,0.8603491272,0.27,0.6510067114,7
0,0.3836477987,0.1898734177,0.3373493976,0.04255319149,0.07201309329,0.1626297578,0.4068181818,0.9551675682,0.8229426434,0.285,0.7315436242,7
0,0.3836477987,0.1898734177,0.3373493976,0.04103343465,0.07528641571,0.1591695502,0.4181818182,0.9551675682,0.825436409,0.285,0.7315436242,6
0,0.358490566,0.164556962,0.1506024096,0.1580547112,0.03273322422,0.02422145329,0.1295454545,0.9567075401,0.8453865337,0.185,0.711409396,5
0,0.4088050314,0.1518987342,0.1927710843,0.1155015198,0.06219312602,0.1660899654,0.4613636364,0.9584400085,0.8603491272,0.27,0.6510067114,7
0,0.4088050314,0.2689873418,0.2409638554,0.1990881459,0.06219312602,0.2041522491,0.5477272727,0.9604612216,0.8054862843,0.285,0.6040268456,5
0,0.4150943396,0.1518987342,0.1626506024,0.2401215805,0.05728314239,0.1591695502,0.4272727273,0.9607499663,0.8079800499,0.255,0.6174496644,5
0,0.427672956,0.1708860759,0.1325301205,0.123100304,0.05564648118,0.1903114187,0.4613636364,0.9587287532,0.7955112219,0.26,0.5973154362,5
0,0.4213836478,0.1708860759,0.186746988,0.2386018237,0.0589198036,0.1522491349,0.4068181818,0.9604612216,0.812967581,0.28,0.644295302,5
0,0.5157232704,0.1455696203,0.2409638554,0.01823708207,0.0441898527,0.124567474,0.275,0.9547825752,0.7780548628,0.19,0.7181208054,6
0,0.4465408805,0.2341772152,0.4036144578,0.1595744681,0.0736497545,0.169550173,0.3522727273,0.9600762286,0.7880299252,0.22,0.5838926174,5
0,0.427672956,0.1202531646,0.2168674699,0.02887537994,0.05728314239,0.1038062284,0.2181818182,0.9544938305,0.7855361596,0.27,0.7248322148,7
0,0.5094339623,0.1772151899,0.234939759,0.02887537994,0.04746317512,0.06228373702,0.1795454545,0.9550713199,0,0.26,0.7919463087,6
0,0.3962264151,0.1962025316,0.2048192771,0.03343465046,0.0736497545,0.06920415225,0.175,0.9554563129,0.8229426434,0.215,0.6845637584,5
0,0.4465408805,0.2341772152,0.4036144578,0.1595744681,0.0736497545,0.169550173,0.3522727273,0.9600762286,0.7880299252,0.22,0.5838926174,5
0,0.4968553459,0.1329113924,0.2409638554,0.01823708207,0.06382978723,0.1314878893,0.2431818182,0.9547825752,0.8004987531,0.27,0.7248322148,6
0,0.534591195,0.1329113924,0.2469879518,0.06534954407,0.0589198036,0.0830449827,0.225,0.9573812778,0.7930174564,0.265,0.6510067114,6
0,0.5094339623,0.1265822785,0.2409638554,0.03039513678,0.06055646481,0.06574394464,0.1977272727,0.9548788235,0.7780548628,0.27,0.7516778523,6
0,0.3962264151,0.1613924051,0.2228915663,0.01671732523,0.06546644845,0.1280276817,0.2590909091,0.9533388516,0.7481296758,0.195,0.7315436242,6
0,0.3522012579,0.1012658228,0.1626506024,0.02127659574,0.07201309329,0.1833910035,0.3818181818,0.9545900787,0.8179551122,0.185,0.677852349,6
0,0.4025157233,0.3765822785,0.0843373494,0.07902735562,0.09492635025,0.05190311419,0.2204545455,0.9577662708,0.8428927681,0.18,0.6040268456,4
0,0.3962264151,0.2151898734,0.1987951807,0.06990881459,0.05564648118,0.06574394464,0.1818181818,0.9544938305,0.8428927681,0.29,0.8053691275,7
0,0.4339622642,0.1582278481,0.1807228916,0.0623100304,0.0883797054,0.07958477509,0.2636363636,0.9567075401,0.7456359102,0.19,0.6308724832,6
0,0.4968553459,0.1392405063,0.2289156627,0.1215805471,0.07037643208,0.1591695502,0.3454545455,0.9561300506,0.7780548628,0.16,0.7718120805,7
0,0.4779874214,0.1139240506,0.2771084337,0.1550151976,0.09001636661,0.2006920415,0.3068181818,0.9594024909,0.783042394,0.215,0.6644295302,6
0,0.4339622642,0.1582278481,0.1807228916,0.0623100304,0.0883797054,0.07958477509,0.2636363636,0.9567075401,0.7456359102,0.19,0.6308724832,6
0,0.4528301887,0.1139240506,0.2469879518,0.01823708207,0.07855973813,0.1418685121,0.2204545455,0.954686327,0.783042394,0.225,0.6979865772,5
0,0.5157232704,0.1455696203,0.2409638554,0.1139817629,0.08019639935,0.04152249135,0.1727272727,0.9592099944,0.7630922693,0.42,0.6510067114,6
0,0.465408805,0.1518987342,0.2530120482,0.2127659574,0.1080196399,0.1660899654,0.45,0.9604612216,0.7206982544,0.21,0.5973154362,6
0,0.465408805,0.1518987342,0.2530120482,0.2127659574,0.1080196399,0.1660899654,0.45,0.9604612216,0.7206982544,0.21,0.5973154362,6
0,0.3836477987,0.2025316456,0.1445783133,0.02279635258,0.0589198036,0.1314878893,0.2818181818,0.9526651139,0.8204488778,0.21,0.8322147651,7
0,0.3270440252,0.2784810127,0.02409638554,0.02127659574,0.0589198036,0.1487889273,0.2704545455,0.9522801209,0.8379052369,0.165,0.8120805369,8
0,0.3270440252,0.2784810127,0.02409638554,0.02127659574,0.0589198036,0.1487889273,0.2704545455,0.9522801209,0.8379052369,0.165,0.8120805369,8
0,0.3836477987,0.2025316456,0.1445783133,0.02279635258,0.0589198036,0.1314878893,0.2818181818,0.9526651139,0.8204488778,0.21,0.8322147651,7
0,0.4025157233,0.1392405063,0.3373493976,0.2203647416,0.09001636661,0.09342560554,0.3613636364,0.9605574698,0.7431421446,0.2,0.610738255,5
0,0.3962264151,0.2278481013,0.1807228916,0.07294832827,0.08019639935,0.04844290657,0.1931818182,0.9559375541,0.8179551122,0.195,0.711409396,5
0,0.465408805,0.1518987342,0.2530120482,0.2127659574,0.1080196399,0.1660899654,0.45,0.9604612216,0.7206982544,0.21,0.5973154362,6
0,0.4213836478,0.1518987342,0.2108433735,0.1990881459,0.08183306056,0.2214532872,0.4659090909,0.9595949874,0.7855361596,0.25,0.6375838926,5
0,0.4402515723,0.1455696203,0.2168674699,0.1975683891,0.08346972177,0.2491349481,0.4022727273,0.9597874839,0.7880299252,0.245,0.6577181208,5
0,0.5283018868,0.1708860759,0.2771084337,0.132218845,0.07855973813,0.1349480969,0.4477272727,0.9599799804,0.783042394,0.295,0.644295302,6
0,0.4213836478,0.2911392405,0.1084337349,0.03647416413,0.05564648118,0.08650519031,0.2227272727,0.9524726174,0.7680798005,0.22,0.8456375839,7
0,0.4716981132,0.1835443038,0.186746988,0.1360182371,0.09001636661,0.06920415225,0.3431818182,0.9594024909,0.7680798005,0.27,0.6241610738,5
0,0.6163522013,0.2658227848,0.2891566265,0.1496960486,0.05564648118,0.01730103806,0.25,0.9584400085,0.7157107232,0.145,0.6711409396,5
0,0.4465408805,0.1898734177,0.2771084337,0.02279635258,0.1080196399,0.1003460208,0.3022727273,0.9534350998,0.7780548628,0.27,0.8523489933,6
0,0.4968553459,0.1202531646,0.2710843373,0.02279635258,0.0736497545,0.05882352941,0.2181818182,0.9544938305,0.7805486284,0.195,0.7382550336,6
0,0.4779874214,0.3037974684,0.2228915663,0.01215805471,0.06055646481,0.01384083045,0.2272727273,0.9530501068,0.7556109726,0.195,0.7651006711,4
0,0.3962264151,0.1392405063,0.2590361446,0.06914893617,0.06219312602,0.107266436,0.2954545455,0.9545900787,0.8354114713,0.165,0.7718120805,7
0,0,0.1708860759,0.186746988,0.2689969605,0.08346972177,0.1141868512,0.3931818182,0.9615199523,0.7705735661,0.32,0.6845637584,5
0,0.4339622642,0.1455696203,0.2409638554,0.1139817629,0.06546644845,0.1730103806,0.3431818182,0.9554563129,0.7755610973,0.135,0.7651006711,6
0,0.4528301887,0.2025316456,0.2831325301,0.07750759878,0.07201309329,0.06574394464,0.1477272727,0.9538200928,0.7556109726,0.205,0.8456375839,4
0,0.3710691824,0.1455696203,0.1807228916,0.1960486322,0.0883797054,0.1972318339,0.3863636364,0.9597874839,0.8179551122,0.195,0.6308724832,5
0,0.3773584906,0.4240506329,0.0421686747,0.01823708207,0.09819967267,0.03114186851,0.2454545455,0.9558413059,0.7755610973,0.175,0.5838926174,4
0,0.4025157233,0.1582278481,0.1927710843,0.08358662614,0.08019639935,0.1418685121,0.4,0.9576700225,0.7955112219,0.34,0.6174496644,6
